1	20.95103277417831
2	92.86678208096859	8.875516178155644
3	99.61406733458767	89.47777345242079	4.451411873169317
4	99.16785614676694	98.32308936277195	86.88438421565363	4.450944734024398
5	98.45781510540513	97.44248983995047	96.18230022775958	88.06726393935135	1.4685132008680122
6	96.97288182216646	96.65452736504756	95.75490176948759	93.27560109443067	63.462239771682505	-0.3273278388832035
