1	21.10089358614828
2	48.728064731262215	14.836056780319714
3	47.89314688924664	42.36495214881676	14.099497315217793
4	40.21892628938338	39.98446853152119	39.18091375214712	13.979361246869566
5	38.14098937243383	37.066744921715134	32.226181586052896	30.558073557640686	12.873645174789736
6	38.95108334515418	36.58755858482264	34.422160597135296	31.710643878493173	30.857329492179815	13.784897233726163
7	39.7599365672738	38.268643366042106	38.16554904987283	31.76976220578569	30.509466559253468	16.802481002429836	10.592726252274044
8	41.58692115842223	39.91380000188812	38.268643366042106	31.438007925451167	27.843661937989957	21.37060508347375	11.272567881454838	9.271849441847545
9	37.2481045809039	35.415775355462706	31.470687241047703	29.708052180438592	29.021947346765554	27.98599038945424	18.872416230460217	17.035924869971524	8.027505509429368
