week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	4.835465628091368	95.95011693050154	93.38627754464764	64.35264482088895	90.51685888551894	92.60998463312453	79.61152924009588
1	-8.671884962153394	94.89041941934721	94.89334452471363	74.11668698520036	86.7206195791299	89.7926208428143	87.92884162003632
2	27.326540149408352	96.17742424510783	90.45794653296	-6.5438529122594815	90.33389012866805	93.14221416533633	94.59859908815821
3	6.745371497725371	86.00419671578847	91.75982802516994	80.82858597596228	91.66352026239866	93.57656077781225	90.3253158903818
4	-13.413705207217708	91.1112184451179	91.28957320803066	85.27799155392604	96.03399401831719	84.4144197810121	71.68601296060699
5	-0.5291405427773135	89.23081740753356	91.75731378019515	90.49546718913976	75.80412124308121	81.3868522523212	76.93570973020925
6	-16.83996384808577	98.3657470910901	99.48587440465278	86.20894620660708	96.16815499452701	91.66280958192947	81.83296142797903
7	-0.7063420122533112	84.02136707279244	79.85043070310101	78.7958457796618	78.75818442932996	73.41021305756644	82.56435198188761
8	-14.935171503243774	91.60119398222787	74.095763639785	87.0991135266585	78.04696531073321	32.86331831914099	50.80409483701833
9	4.333808203517975	96.23649326411204	-1031.0869547818695	48.60154121126494	88.24661950137272	73.11172749992714	63.979020450130506
