week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	112.69754880944234	0.04320499880092832	1.6573308080997475	0.3075663188354873	5.633883765857016	0.03043560898283528	1.9996523647943494	0.06333513226996414
1	172.70009110794538	0.05685771397860582	0.7141286019596862	0.5745365356229257	3.82412690560786	0.12467319190623037	0.4882486540266471	0.20870057169959552
2	41.41575360318775	0.02457581321827019	0.16532974151622884	1.396889786157402	10.922037341468204	0.03614438329150824	0.9124233631194059	0.3039090297203625
3	86.56336647822856	0.053288821730732544	0.6615818676140304	0.46752821038126713	1.5023950200805922	0.05519075294959654	1.006945847753443	0.1599164656500237
4	196.14633327127976	0.06560247194562825	2.954939301020343	0.8140218592274562	0.9994173135833567	0.09023677026903187	5.584315257054867	0.08860166780007056
5	267.1994911993513	0.08170153218157535	1.5823699701089011	1.460139822501301	0.359340369243841	0.04356003668200164	1.3365855004159588	0.11642466202107841
6	173.03545790979584	0.035615253189484296	2.933223349258986	0.5922095770374254	0.7228898372358706	0.006322222601434125	4.764305758726239	0.03180618317131483
7	125.2473631273101	0.08710790112225002	1.2409720759162364	2.194387667281709	0.05430408619870448	0.05020350925892446	1.6609642990492939	0.7711581636036697
8	166.54503616723576	0.07027081210358205	4.17331851793802	2.2042021730378707	0.12714262421111688	0.03601348336506459	0.7533962408812278	0.1759244785650133
9	117.42916076771992	0.04926642743270306	0.7763166607546736	2.915884381293004	2.7636744747108866	1.9535453023170448	1.0982305642510788	0.13481631598511354
