1	99.63
2	101.077
3	104.57
4	117.318
5	117.282
6	118.769
7	120.945
8	121.379
9	122.959
1	99.63
2	103.503
3	104.57
4	104.594
5	119.296
6	119.304
7	120.09
8	121.164
9	120.432
1	99.63
2	103.503
3	116.563
4	104.982
5	117.38
6	119.115
7	121.435
8	120.849
9	121.266
1	99.63
2	103.503
3	104.57
4	117.318
5	117.362
6	119.368
7	119.92
8	121.144
9	122.936
1	99.63
2	101.077
3	104.57
4	117.175
5	117.282
6	119.083
7	119.862
8	120.831
9	119.978
1	99.63
2	103.503
3	104.57
4	117.318
5	119.316
6	119.164
7	117.39
8	121.21
9	117.86
1	99.63
2	103.503
3	116.563
4	117.318
