week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	113.29265461930571	0.04788046292653494	0.9279396116860503	0.164720895661369	5.355991199849657	0.046123531070443015	1.884922067135736	0.07342666073072791
1	171.89285967613972	0.038311056351583016	0.7284247432284008	0.5687170375552527	4.4420848112681846	0.0539036065694912	0.4208686727894943	0.5263891716982245
2	42.06739081701818	0.02328885077978682	0.09650998115938493	1.34758890690685	10.845706832204225	0.05325266318838029	1.1378515824019027	0.27043061222396947
3	86.34849359458899	0.06168564511435623	0.6503035472429705	0.36128375151601866	1.4165898724216557	0.0665855877478131	1.0581692810939398	0.1792630024676398
4	199.28417961221228	0.0856503512082543	3.114680620722207	0.7212192278335104	1.02767596981692	0.04416216800620212	2.3390819218779098	0.09196551597777677
5	268.0913860744926	0.05233225777683172	1.7699651238951013	0.8750869877996159	0.3887835578786236	0.04171454044519407	0.8545624483326077	0.16928094955890424
6	173.55910761071144	0.038191034288882826	2.138727967232417	0.5223923761050241	0.7041451157365541	0.007283762872274606	5.132790060649922	0.06386061053310137
7	125.10576248580092	0.1154096548527777	1.203592680741667	1.526966809742848	0.05967354249316357	0.055218663763102145	2.324534141378177	1.0446803547551025
8	165.49656369887978	0.07203764691496178	5.02710336821048	1.875011614860709	0.11897088406199553	0.050324114398397776	1.194152829126116	0.20676921750129243
9	116.98381650273558	0.09367679695716073	1.2914208198059918	2.5876933950529235	3.499718354361499	1.5827064624271023	1.2534090091417809	0.22450601954866026
