1	20.951
2	101.819
3	197.272
4	285.87
5	376.071
6	443.137
7	556.45
8	577.113
9	665.179
1	20.951
2	101.909
3	198.905
4	285.321
5	380.071
6	444.051
7	533.955
8	613.499
9	675.636
1	20.951
2	101.853
3	197.465
4	287.388
5	376.751
6	401.817
7	522.492
8	574.171
9	601.981
1	20.951
2	102.434
3	197.58
4	289.659
5	380.833
6	442.548
7	544.912
8	606.653
9	621.915
1	20.951
2	115.869
3	198.558
4	290.769
5	364.802
6	456.624
7	486.985
8	593.906
9	676.605
1	20.951
2	101.861
3	193.751
4	288.55
5	377.196
6	446.465
7	517.449
8	613.577
9	637.631
1	20.951
2	101.742
3	193.543
4	288.826
