week	Spectral 0
0	150.9717760047639
1	194.31205055306305
2	83.01065458029734
3	114.79392092578894
4	208.38955154891858
5	288.3318514382411
6	184.08774718116945
7	143.41370510407887
8	168.72779477259462
9	148.4011306096885
