week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	0.6269729197638638	8.562462266077482	0.17186180041826818	0.20734553007633996	0.0452596315203066	111.4989970761887
1	0.31953033401848857	4.478739772095598	0.13375578113554126	0.12332504092630245	0.11219331211553059	172.07602521859897
2	2.271214418554362	10.43958129646934	0.29846404115787734	0.7556346322399928	0.04427078720617572	41.373501507641535
3	0.2469830083722439	1.5116558612164164	0.039486458540769834	0.34144524388431535	0.08352670869776216	87.65535162399097
4	1.1546613025330694	0.9939946279719664	0.09376789865688288	0.599128715402286	0.07671615173745228	203.31383115903068
5	0.4400128633291473	0.18961896731029287	0.05791285405462976	0.35326393093283076	0.06366484456477471	270.54895979920786
6	3.6530890743309983	1.0282524063137912	0.005752411625001474	0.2661026520411326	0.024374848415209656	177.13294396068844
7	0.6777008176741771	0.6086921503381059	0.14895754178568255	0.2429101379408873	0.06202636741400693	128.66915328348875
8	1.7073232231504014	5.873979205241467	0.36829510934766807	0.19160742485493978	0.039459661770351324	164.59234623796402
9	2.435997580245162	4.612831451482554	0.06356724463417616	0.16176378321103135	0.0316854330369038	119.19482892149504
