week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.9800649051973536	0.013294811303125348	116.06436284636638	0.03608997791994048
1	1.4497037682855927	0.04280466889670013	175.5345800142605	0.030153696852240047
2	12.130291796775154	0.3124760410349444	42.518987624497555	0.02607765368603704
3	1.095553927013701	0.05205393642407878	87.87822078679271	0.034031327460181234
4	0.5827143785062979	0.07052812513279055	204.04353192926428	0.0323644298358755
5	0.19155009610311546	0.025675247120140673	270.6843520642259	0.03132908794347529
6	0.5943899126492143	0.02860644409488303	181.35450403466925	0.03407814171313106
7	0.32014588642793396	0.033595509606339516	129.3777185359313	0.08471674391944474
8	3.546344012063679	0.054576540336232264	168.58852659813772	0.055964414052352536
9	2.6572894349350857	0.024705294778603885	122.96531660957854	0.08299686237723991
