week	Gen 0	Gen 1	Gen 2
0	0.019381565150078505	118.50650502216234	1.390927788036505
1	0.0314052660875518	174.1952852015554	0.673175433749319
2	0.5800504711945429	42.21575737425881	12.12277594290794
3	0.02168403921369113	87.94286299338052	1.0135427267828843
4	0.11036216628342665	204.94339895585202	0.45996738546472044
5	0.018876327736979275	270.75042462611896	0.07860868320324454
6	0.027714125083408397	181.8697288675353	0.058959172588251264
7	0.15425854999048746	129.43818159012628	0.07005143719059252
8	0.5419889530543606	171.51255450163302	0.027536603408218015
9	0.01470316849193847	122.06175631836302	3.5578936049332777
