1	21.10089358614828
2	18.817012037316417	0.0
3	24.08868391052924	4.615366350373901	1.4703183106378486
4	17.68144155844563	9.92383782020571	0.0	0.0
5	24.032137750554515	3.5593577572456554	0.8279324908069539	0.0	0.0
6	20.018752416474356	11.130798385335988	6.149303669957677	4.615366350373901	1.7190328281352591	0.0
7	24.24700811906781	14.674459143427358	8.478946261595578	3.2686738113332217	0.5844445275393305	0.32992903337551815	0.0
8	24.24700811906781	15.117407911071961	6.27903641590069	1.8075951977088949	0.0	0.0	0.0	0.0
9	21.48019707058807	13.433944147475499	2.123774911652538	0.0	0.0	0.0	0.0	0.0	0.0
