week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.2504125146449564	3.3261464570281634	0.09226329767412128	0.018502075915734904	116.47362961298556
1	0.39051329753018665	1.9554786612568886	0.06718344247928268	0.029827199588819832	175.09212144641364
2	1.1489939408713978	10.595269897698735	0.3365547748582368	0.47916552606412716	41.25266192327458
3	0.2334390420610402	1.2188779037679014	0.029113156550269928	0.05345599261400259	87.82426890589161
4	0.7734019686443994	0.5832061174400324	0.38686340493722016	0.04789879781416755	203.11995271895594
5	0.6263154984778252	0.2204402330770954	0.15652863861031743	0.0382068656956379	270.2302894975895
6	0.5764871054460998	0.7055726629256966	0.24894965788507328	0.019654268738574	180.4826516418851
7	1.3793405524551188	0.0929027349473661	0.4608907879293721	0.03420011533842005	128.2102565233883
8	3.324503392634583	0.11164531657987298	1.040044491812593	0.0388984896788083	168.3676975228058
9	1.0790787166562772	2.4969981273536077	0.12601424396376038	0.02777023248709999	122.48354060968444
