week	Gen 0	Gen 1	Gen 2	Gen 3
0	4.077588600370332	0.016106739699650093	115.75576711198701	0.059331991385084784
1	1.0570578873284375	0.03986530627561739	175.09394211519043	0.024691857695454268
2	12.130804347915387	0.3061727347577342	42.23095049274013	0.023296740265410495
3	1.0673737228355982	0.01869887989208284	87.95146442450721	0.023679597962669063
4	0.5695627023037491	0.024992358990833848	205.03264442932763	0.03070848341178597
5	0.20436764120799505	0.024029696922127464	270.69626604104036	0.04299897068810429
6	0.4779210531642758	0.023677908414489236	181.50072434884774	0.04851756931967825
7	0.45624256050846546	0.02555122570439672	129.23734919440926	0.1463129330798923
8	3.699456584449065	0.03159409076110341	168.3668089054727	0.16069850366623298
9	2.7276517220735506	0.029843874435615016	122.92196150004416	0.0814944962030066
