week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	94.12219409814459	74.0907607635232	98.40582529045375	98.55328193103382	6.902676475125388
1	95.48230593629441	90.5407801178208	99.27840696380316	98.73957704930525	-8.680870846337054
2	81.9318335751281	-3.8176606761093024	92.33412299925445	87.06262251555397	29.149763338511697
3	93.96763424577931	81.97109368887436	98.46236209203106	96.42353486392688	9.403684941867542
4	90.38814874041708	91.62778396632328	95.82396815319537	96.32147335945766	-9.27385532677897
5	90.83244506511254	96.73599518961757	96.72759915712001	97.75266772572489	0.6952909450185835
6	91.5435371660039	91.76683582516503	96.24258000979205	99.32979997708762	-10.463694891241811
7	79.31085179597314	95.05594651996134	93.86051431181308	93.38834648632465	1.5375624237779515
8	71.25861202095201	97.42599645433505	75.93761471613216	95.72449842035239	-12.70558519366757
9	87.28453871949876	63.34678953251719	96.38911536149249	98.47177754916565	4.1693555117688295
