week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6	Spectral 7
0	4.071042744914812	0.0	0.0	0.0	6.807383253497551	11.043074331285968	0.0	6.862057626415073
1	3.021798988462358	0.0	0.0	0.0	24.669749493397454	4.639989438773519	0.0	13.87983741596834
