week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	112.37495371232957	0.04131300447175997	1.2793510119270863	0.3028272446384585	6.909374344139033	0.03470370448843257	1.73972572583554	0.055276729396809055
1	172.81330575587396	0.049386816437288386	0.7848988309589513	0.5898721978634301	3.5546962776449553	0.0971913140067435	0.5582967124140664	0.3416160541779202
2	42.09402973344496	0.02568039384505935	0.10393103641065116	1.3738311849309182	11.20969310340145	0.031748480308926526	0.8171102233809482	0.2594402783694517
3	86.40934860799058	0.04946208480130822	0.6523717488474837	0.719304581794012	1.359558383945426	0.04972527260154057	0.7915494556031994	0.19007178991285073
4	198.12913258496786	0.08602943604791029	4.036500353079092	0.7933092733601865	0.8997398562323442	0.04004455636086322	1.6547158847920003	0.1276949534118753
5	266.503163401104	0.07725587858307717	1.8490770335598627	1.3108655028594178	0.491978679968733	0.0489331967233362	1.7636298615845138	0.1253484046284952
6	173.29356797205966	0.03458453077039378	2.0679286577852145	0.663798173448455	0.5968135157484413	0.004270065724760355	5.4585382800370175	0.04100272078200228
7	123.79897537697208	0.11104248766283006	1.617786121328367	1.1670571360764765	0.05391552228695849	0.052011235789279	3.3292700473553096	1.7797283762771907
8	165.67757962877053	0.11028418253149659	4.699950794735445	1.955820676203943	0.14589184117743806	0.03232141212830208	1.2223183727798435	0.1534880016046781
9	117.37789521450996	0.0339664399853887	1.5766982349915193	3.774988287064265	2.9753995511174502	1.578625753373725	1.4685778597633456	0.2694289042642295
