-0.58242,-1.2381,-0.21465,-1.8254,-1.1481,-1.107,-1.5938,-1.5972,-1.2715,-0.3551,-1.2653,-1.1213,-2.3867,-1.297,-0.42193,-1.0514,-0.54441,-1.0449,-0.11735,-2.2163,-0.22056,-0.44821,-1.4147,-1.3897,-1.0544,-1.2656,-0.48562,0.36447,-0.62029,-2.6499,-1.5222,-1.4324,-0.24638
-0.45573,-1.1182,-0.23223,-1.3927,-1.0375,-1.0563,-1.6145,-1.5971,-1.03,-0.0731,-1.2245,-1.1494,-2.2813,-1.1035,-0.27273,-1.1768,-0.2546,-0.9892,0.045803,-1.9839,-0.27139,-0.62265,-0.77064,-1.2425,-1.0689,-1.4347,-0.24197,1.0068,-0.36308,-2.0507,-1.8568,-1.2579,-0.30222
-0.096778,-1.0376,-0.1817,-1.5136,-0.95589,-0.92267,-1.4031,-1.3875,-1.0548,0.36921,-1.297,-1.0121,-1.9606,-1.2623,-0.31985,-1.271,-0.21976,-1.099,0.058391,-1.7724,-0.12434,-0.4912,-0.50057,-1.3323,-1.1137,-1.0376,-0.2398,0.70925,-0.22235,-1.8324,-1.7824,-0.75374,0.11927
0.12668,-0.95065,0.056349,-1.5152,-0.73642,-0.59992,-1.2483,-1.2416,-0.90664,0.54454,-1.2509,-0.92016,-1.7186,-0.9885,-0.62321,-1.0688,-0.09036,-0.85686,0.21441,-1.5907,0.3864,-0.24045,-0.76268,-1.1455,-1.1848,-0.61887,-0.025043,0.64376,-0.15991,-1.9252,-1.5787,-0.82217,0.46355
0.0421,-0.99992,0.081818,-1.4335,-0.42652,-0.35143,-1.2245,-1.209,-0.47493,0.25174,-1.1408,-0.8298,-1.7889,-0.99201,-0.55709,-1.2183,-0.19801,-0.5047,0.20068,-1.3399,0.62619,-0.05283,-0.73986,-1.0051,-0.89973,-0.54841,-0.17996,0.76849,0.0020589,-1.8415,-1.2304,-0.72918,0.12667
-0.22713,-0.87884,0.24209,-1.1934,-0.29053,-0.21083,-1.0731,-1.0711,-0.36641,0.045139,-1.0561,-0.89064,-1.658,-1.0247,-0.46931,-1.171,-0.035607,-0.53843,0.17063,-1.1779,0.4565,0.2063,-0.30146,-1.0321,-0.89954,-0.45607,-0.038923,0.69196,0.030873,-1.811,-1.0811,-0.66625,0.11312
-0.12118,-0.48496,0.40074,-1.0712,-0.13418,-0.082491,-0.83476,-0.82795,-0.25017,-0.043095,-0.97863,-0.53263,-1.2313,-1.0032,-0.14591,-0.99392,-0.0018272,-0.51371,0.27191,-1.196,0.42278,0.40217,0.2378,-1.0074,-0.87599,-0.37159,-0.16886,0.80596,-0.12738,-1.5532,-1.3211,-0.4412,0.40302
0.15089,-0.2782,0.28689,-0.91955,-0.20026,-0.19215,-0.6099,-0.60928,-0.17453,0.033869,-0.90919,-0.47394,-0.84148,-0.67699,-0.0049281,-0.82489,-0.17118,0.1193,0.21551,-1.0865,0.654,0.45165,0.12365,-1.0696,-1.105,-0.23318,-0.45256,0.89061,-0.081738,-1.5869,-1.1788,-0.54048,0.4897
-0.13486,-0.16075,0.31525,-0.74107,-0.26409,-0.21691,-0.40061,-0.40995,-0.0926,0.097681,-0.94855,-0.37309,-0.49798,-0.7279,-0.032792,-0.56458,-0.26881,0.15143,0.336,-1.0446,0.24937,0.49396,0.12015,-1.0449,-1.0119,-0.31318,-0.2854,0.68058,-0.043515,-1.6484,-1.0812,-0.46918,0.29316
-0.36789,0.011504,0.33428,-0.66639,-0.27129,-0.22137,-0.3388,-0.33217,-0.009872,0.25977,-1.0403,-0.3932,-0.22537,-0.51764,-0.23359,-0.62379,-0.31221,0.16574,0.31713,-1.0339,0.24722,0.66577,0.19564,-0.81791,-0.82541,-0.051398,-0.070503,0.6116,0.11949,-1.6203,-1.3754,-0.47146,0.19086
