1	99.6300130512094
2	98.21494076822597	3.455603093685074
3	92.67152877667917	13.842696825865517	2.231387094253922
4	92.7468292944028	3.455603093685074	3.350748134385647	3.2667643017245585
5	90.86313490525919	10.498267599014682	4.065945740506006	3.455603093685074	2.5786801186734287
6	90.43750694549703	4.131431340429046	3.350748134385647	2.977642281788018	2.5786801186734287	2.231387094253922
