1	21.10089358614828
2	20.033175082421803	0.0
3	14.539595011598003	11.2980460002008	0.0
4	20.089553433192624	4.071042744914812	0.0	0.0
5	13.161876726888867	8.138665824113787	2.6696041759448272	0.0	0.0
6	18.41777876924413	3.5235834497046126	0.0	0.0	0.0	0.0
