week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	0.5524119114228494	6.7472673386530255	0.24017409226585287	0.36408328669903195	0.029217948721200943	113.10877086619678
1	0.3759348944262603	4.401017256338847	0.19861445557388788	0.1443566592506815	0.13197706047187382	172.79905778692557
2	2.3642561473451575	10.322392721329381	0.228789366655931	0.8660691107731716	0.02965770889526745	41.22324992584136
3	0.21231632531683553	1.900738232447464	0.04334424914542723	0.24910827319493167	0.053425318971210396	87.48689947299965
4	1.076017926063719	1.1311806183842201	0.07814735137599226	0.5706765531200635	0.07921175956024286	203.295159769567
5	0.5650384405197584	0.49507551648159975	0.07158795626220431	0.25018636692947505	0.05094586652853147	270.14682857574735
6	3.722341747997776	1.038402018392052	0.005787797616321513	0.24458937914650544	0.04022742690064336	177.02214814729967
7	0.7972875628216651	0.7262872833361546	0.1066105299807238	0.1495716480153093	0.049705546091109505	128.54500078740313
8	1.8342750605706166	5.933767440699049	0.32007030778724305	0.1859709619441073	0.04693164968902889	164.35724283026758
9	2.480043463564419	4.583994115328061	0.09975505174945157	0.14886473019950344	0.05313676070918359	119.08838366194142
