1	99.63
2	50.5386
3	34.8566
4	29.3294
5	23.4564
6	19.7948
7	17.2779
8	15.1723
9	13.6622
1	99.63
2	51.7515
3	34.8566
4	26.1484
5	23.8592
6	19.8841
7	17.1558
8	15.1455
9	13.3813
1	99.63
2	51.7515
3	38.8544
4	26.2455
5	23.4761
6	19.8524
7	17.3479
8	15.1061
9	13.474
1	99.63
2	51.7515
3	34.8566
4	29.3294
5	23.4723
6	19.8947
7	17.1314
8	15.1431
9	13.6596
1	99.63
2	50.5386
3	34.8566
4	29.2936
5	23.4564
6	19.8472
7	17.1232
8	15.1039
9	13.3309
1	99.63
2	51.7515
3	34.8566
4	29.3294
5	23.8632
6	19.8607
7	16.77
8	15.1512
9	13.0955
1	99.63
2	51.7515
3	38.8544
4	29.3294
