1	99.6300130512094
2	98.24805395806607	2.231387094253922
3	84.2856437463044	23.47446830217868	2.231387094253922
4	95.32531968529383	3.455603093685074	2.231387094253922	1.7785730799766934
5	88.02596721414386	8.96257228384901	5.404627062484536	1.7785730799766934	0.9718352348711452
6	83.49573742783309	13.12294309246704	6.6134778171792235	6.3838921651755705	2.231387094253922	0.9718352348711452
