1	99.63
2	50.7862
3	34.1328
4	25.8027
5	20.6749
6	18.0268
7	15.3808
8	13.3637
9	12.154
1	99.63
2	50.7461
3	34.2447
4	25.8825
5	20.9069
6	17.5526
7	15.4351
8	13.566
9	12.242
1	99.63
2	50.8217
3	34.1778
4	26.2033
5	20.6938
6	17.3892
7	15.2292
8	13.4449
9	12.1009
1	99.63
2	50.7693
3	34.0917
4	25.8182
5	20.8783
6	17.2392
7	15.2565
8	13.4826
9	12.0304
1	99.63
2	50.427
3	34.2849
4	25.8968
5	20.6666
6	17.2633
7	14.8227
8	13.1448
9	12.0218
1	99.63
2	50.7693
3	34.2367
4	25.8619
5	20.832
6	17.8948
7	15.0568
8	13.4971
9	12.0009
1	99.63
2	50.7805
3	34.2407
4	25.9494
