week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	5.974092300742801	95.88198198157566	92.21146272036648	59.19076670448543	84.15423386099773	94.39878281158819	74.10136410514747
1	-7.721675388015324	94.45368312653532	95.11830840020858	70.17431029105468	89.02005450524213	88.29411236121818	78.38810860179723
2	28.86597265148536	95.28464668856186	87.96650937057026	-5.552910131315371	90.39272565785672	90.85872476879582	94.78169060732252
3	7.047055969561525	95.11600751636749	93.38821441911452	80.10002838537157	87.31500939013286	95.0893284194123	81.25827892046787
4	-13.620917204284257	93.33712402604716	92.82036979501628	89.57556991316979	87.44315892749384	89.52278450260532	71.70633802325919
5	-0.6041099923974672	92.74630428047281	91.96746646244388	94.7289762876121	75.23217703092207	81.9041603240334	81.65554089026924
6	-16.262282437892377	97.20824601653867	99.0917147176652	86.36629804852849	89.47574780547495	90.16111118093427	77.47269430391161
7	0.3133801300901848	82.5859948735853	82.25989627633705	72.84085242999647	60.330845623544235	70.37021530898566	84.08695730982636
8	-16.910172212384182	91.371523130794	76.15065372272599	87.8704754812361	86.3568346433798	58.54462330295276	67.84942215707869
9	2.9099012824399937	94.32003180997258	-1075.7615534490837	60.98270514656636	92.04887572979284	70.97155752973455	75.66390454262807
