1	99.63
2	51.7515
3	34.5283
4	26.008
5	23.591
6	19.8945
7	17.0663
8	14.9559
9	11.9809
1	99.63
2	51.7515
3	34.5283
4	26.008
5	23.3508
6	19.6605
7	17.1464
8	14.9982
9	13.3844
1	99.63
2	51.7515
3	34.6626
4	26.008
5	20.9863
6	19.0323
7	15.2645
8	14.9216
9	13.3844
1	99.63
2	51.7515
3	33.3878
4	26.2557
5	20.9863
6	19.6531
7	17.0663
8	14.985
9	13.3878
1	99.63
2	51.7515
3	34.5283
4	26.008
5	23.5353
6	19.0648
7	17.0923
8	15.0026
9	13.3789
1	99.63
2	51.7515
3	34.5283
4	26.008
5	20.9863
6	19.8399
7	17.0663
8	14.9584
9	13.3844
1	99.63
2	51.7515
3	34.5283
4	26.008
