week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	-0.5782394799390146	93.81449212503603	81.37152865446433	95.00392200790773	72.28512584187582	92.82317405482225	77.87227781686087	95.2633402294272
1	-11.372610584581658	92.16934895028011	83.90463156311834	91.09505150613518	80.2272944739192	84.92675970435018	88.99075258981819	84.10278283805901
2	27.158517625285395	95.63762124492735	89.79713360491363	73.63811855890097	-27.088677467945903	96.508702958009	85.72331092809702	83.53132696342564
3	4.2613462616073665	93.32323035722176	86.4270477236204	85.77072923909466	75.28638445594176	90.45235318970141	92.70292557640516	94.0781721509127
4	-13.089020328647619	92.49100408412316	66.4127269458777	76.28705753121847	81.05864775963583	94.49491526827558	77.63343511253113	94.96696412537948
5	-1.007002951973244	87.57692271271183	78.98280758259858	70.39038844521609	88.48154275180895	92.14435192175696	88.97912020348163	91.11587080577398
6	-14.898949210219314	95.15101976517093	70.00113274768246	88.52576029142247	86.49576486236818	99.1991858570082	61.54571385962085	90.36019151795539
7	1.31340629210224	70.60139331711437	68.95852284663495	52.85495875194752	79.58592855996112	81.87931315196089	76.78198227106456	12.50285955851498
8	-15.105643997050644	89.48725610817858	61.038757483111404	58.3314388266132	90.56398284243613	87.43854100624893	81.29949559249546	74.9684951799295
9	3.6388689421020652	91.88568729099322	74.69642950494284	49.357028128409816	46.13616367495963	-190.09901225224402	83.54615876854442	84.47604447644699
