1	21.10089358614828
2	48.081653788779995	15.075376245839719
3	46.59654664027846	41.70803681936042	14.475071875351489
4	45.205913127294764	44.69106997679283	33.38866526863439	13.036790697349446
5	42.95909808094475	41.84783588675225	38.980629676408505	30.91798468597081	14.51964550466968
6	40.15891350131769	33.81722992192074	32.67055779414711	31.016629054011048	25.55894922152599	10.747372150631865
