week	Gen 0	Gen 1	Gen 2
0	0.012511145850474817	118.56028679556456	1.3924959063511047
1	0.02679339467803649	174.6030339659057	0.7348474097811545
2	0.5156790612191213	42.21623036213158	12.188721807632833
3	0.016656110208343414	87.93788046196991	1.0307231874537501
4	0.10426181041106296	204.02963836983002	0.46243402842272263
5	0.03044895261799668	270.7614854345674	0.05621899847128668
6	0.02751472148586994	181.83898597956187	0.09224232719436937
7	0.1612829147098099	129.47396493748207	0.027011091727997063
8	0.5452873499058184	171.50792664463384	0.03242052086146141
9	0.015856510131302393	121.826496122559	3.801730678016382
