1	99.8193
2	50.0023
3	33.3721
4	25.0504
5	20.2773
6	16.8766
7	14.4248
8	12.8573
9	11.4977
1	99.8193
2	50.0425
3	33.3615
4	25.0734
5	20.1318
6	16.7202
7	14.6807
8	12.8086
9	11.3973
1	99.8193
2	49.9966
3	33.3794
4	25.0563
5	20.0996
6	17.2023
7	14.5402
8	12.859
9	11.6983
1	99.8193
2	49.9933
3	33.3602
4	25.0979
5	20.0864
6	16.7727
7	14.4527
8	12.8644
9	11.7572
1	99.8193
2	49.9099
3	33.3432
4	25.0931
5	20.1095
6	16.8141
7	14.9798
8	12.7907
9	11.4401
1	99.8193
2	50.0014
3	33.4016
4	25.0915
5	20.1036
6	16.7865
7	14.4257
8	12.7516
9	11.7278
1	99.8193
2	50.0046
3	33.3891
4	25.0548
