-2.3317,-2.2095,-2.0952,-1.8734,-2.1261,-0.67094,-2.8655,-1.2312,-1.3688,-1.6904,-1.8921,-3.2239,-3.6977,-3.3697,-3.3719,-4.0776,-4.0597,-3.7011,-3.8454,-2.2263,-3.39,-3.8394,-3.6584,-3.5556,-3.5346,-1.0645,-2.339,-1.52,-0.67814,-1.7107,-2.339,-3.9174,-3.97,-3.0729,-3.9621,-4.1285,-3.4545,-1.7095
-2.4378,-2.3849,-2.0167,-2.0774,-2.1257,-0.40018,-3.0775,-1.2289,-1.4137,-1.9996,-1.7748,-3.0957,-3.6562,-3.2866,-3.3374,-3.9639,-4.0031,-3.6461,-3.7946,-2.2126,-3.409,-3.8939,-3.5232,-3.5868,-3.5617,-1.0092,-2.2418,-1.7634,-0.89166,-1.8346,-2.4214,-3.8647,-3.9127,-2.9059,-3.9332,-4.0415,-3.42,-1.9206
-2.4243,-2.4005,-2.3319,-2.5271,-2.2748,-0.75827,-3.0937,-0.92611,-1.1524,-1.942,-1.8806,-3.0743,-3.5941,-3.2873,-3.2937,-3.8133,-3.9586,-3.5903,-3.6673,-2.1786,-3.38,-3.8121,-3.589,-3.5927,-3.5669,-0.84354,-2.3128,-1.7166,-0.67112,-1.6544,-2.3834,-3.7809,-3.8257,-2.8068,-3.8866,-3.9493,-3.3845,-1.8346
-2.3725,-2.1713,-1.8735,-2.3649,-1.9917,-0.62926,-2.8218,-0.71272,-0.89656,-1.7587,-1.7364,-2.9727,-3.5176,-3.2896,-3.2462,-3.7698,-3.8534,-3.517,-3.5679,-2.1321,-3.3037,-3.6802,-3.4536,-3.3533,-3.3382,-0.69072,-2.2398,-1.5357,-0.7919,-1.8227,-2.4427,-3.6566,-3.7037,-2.6263,-3.8416,-3.8695,-3.5533,-1.6955
-2.3629,-1.8396,-1.6078,-2.0594,-1.6961,-0.7185,-2.9627,-0.55045,-0.80797,-1.6982,-1.6834,-2.8851,-3.4364,-3.2732,-3.1751,-3.7068,-3.6911,-3.4265,-3.447,-2.0789,-3.2198,-3.6151,-3.2557,-3.3083,-3.282,-0.53289,-2.1499,-1.6669,-0.61975,-1.7282,-2.3212,-3.5428,-3.5957,-2.1737,-3.7679,-3.7938,-3.1054,-1.7159
-2.2834,-1.8831,-1.5901,-2.0376,-1.8037,-0.77489,-3.0103,-0.90229,-1.1951,-1.7557,-1.7314,-2.7907,-3.3424,-3.2867,-3.0913,-3.65,-3.5154,-3.3341,-3.3529,-2.0146,-3.1489,-3.4628,-3.1741,-3.1407,-3.1232,-0.55049,-2.0958,-1.5988,-0.53459,-1.5585,-2.3963,-3.4009,-3.4457,-2.0894,-3.6489,-3.6929,-3.1923,-1.6473
-2.3678,-1.8486,-2.1038,-2.5412,-2.1735,-0.44925,-2.963,-0.69889,-0.98876,-1.6435,-1.7786,-2.6842,-3.2418,-3.2919,-2.989,-3.5918,-3.3571,-3.2359,-3.2296,-1.9509,-3.0294,-3.3913,-3.026,-3.0323,-3.01,-0.33378,-2.2515,-1.6144,-0.82227,-1.5179,-2.2805,-3.2621,-3.3045,-2.1479,-3.5244,-3.5752,-2.8868,-1.8508
-2.3074,-1.7625,-2.1252,-2.6889,-2.1497,-0.3312,-2.93,-0.4247,-0.78665,-1.6449,-1.7854,-2.5678,-3.1422,-3.3093,-2.901,-3.4904,-3.2014,-3.1225,-3.1847,-1.8787,-2.8566,-3.2356,-2.9446,-2.9348,-2.9097,-0.21424,-2.2422,-1.5589,-0.82092,-1.3875,-2.1003,-3.1202,-3.1618,-1.8043,-3.4424,-3.4397,-2.7753,-1.7399
-2.2854,-1.7053,-1.7904,-2.0695,-1.6937,-0.52949,-2.8517,-0.35008,-0.73097,-1.4542,-1.6253,-2.4437,-3.0027,-3.2769,-2.7961,-3.424,-3.0354,-3.0034,-3.1495,-1.8017,-2.7392,-3.0505,-2.7912,-2.9315,-2.9116,-0.11366,-2.2235,-1.7077,-1.0091,-1.4157,-2.2116,-2.951,-2.9909,-2.114,-3.3324,-3.2708,-2.7119,-1.9026
-2.0437,-1.8719,-1.7981,-2.0067,-1.5934,-0.3709,-2.7332,-0.44823,-0.91678,-1.416,-1.5007,-2.3563,-2.8591,-3.2533,-2.688,-3.3098,-2.849,-2.8882,-3.0993,-1.7236,-2.5832,-2.8807,-2.6084,-2.7941,-2.7717,-0.11041,-2.1163,-1.5583,-1.091,-1.5745,-2.0504,-2.8007,-2.8448,-2.3301,-3.1774,-3.0938,-2.5827,-1.8586
