1	21.1009
2	20.0332
3	28.6572
4	34.3333
5	22.7236
6	23.2214
7	19.1753
8	37.1019
9	24.1209
1	21.1009
2	20.7957
3	24.5639
4	28.6291
5	28.0392
6	27.6635
7	20.7557
8	26.2146
9	27.5909
1	21.1009
2	20.0332
3	25.8376
4	19.6526
5	28.0392
6	22.0128
7	22.972
8	41.0446
9	21.536
1	21.1009
2	20.0332
3	30.5219
4	31.6675
5	29.7962
6	20.8141
7	23.9263
8	40.8881
9	23.1853
1	21.1009
2	20.0332
3	24.5639
4	24.9664
5	31.9302
6	46.8167
7	59.5468
8	26.2146
9	22.9662
1	21.1009
2	20.0332
3	30.5219
4	31.1391
5	29.7962
6	25.9327
7	24.5872
8	23.7654
9	19.5079
1	21.1009
2	20.0332
3	25.8376
4	24.1606
