week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4
0	0.0	6.517530254199564	24.032137750554515	0.0	3.5593577572456554
1	0.0	19.993408890726116	38.45566036439599	0.0	0.9713365403961822
