week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6
0	0.0	2.4181546402784724	0.0	0.0	21.493400477401163	0.0	3.108245489738828
1	0.0	0.657116077649577	0.0	0.0	44.18984120440237	0.0	3.439658343871187
