week	Gen 0	Gen 1	Gen 2	Gen 3
0	78.93469774239563	99.59560110735886	3.5646344203255915	99.15451207969116
1	94.43076146837595	99.04492571946513	-9.338639618174376	99.4746374202532
2	1.1480855829739658	93.93481559901966	32.76965236268094	99.06773656707615
3	88.40348619213995	99.27381324080089	10.511316082022256	98.70593700835546
4	95.80506347967336	98.94465837952745	-9.624977047943146	98.59326142258877
5	95.2757225695979	99.37317591674805	0.5832224663198493	97.97797321913342
6	96.31616297437773	99.05254547919188	-11.105329286787427	99.15757889062046
7	96.08104760915262	97.99325443100646	1.3779729406959267	97.13406130786304
8	72.176175847008	97.67844566962674	-12.281360591800723	98.17157496808953
9	78.08865635774958	98.96453941908534	3.935206664237003	97.62756864499595
