1	126.2752109366325
2	122.8196078429475	3.455603093685074
3	108.43797053062855	15.605853311751005	2.231387094253922
4	116.0634601345443	3.455603093685074	3.405399574017977	3.350748134385647
5	104.63507441252403	11.428385722020678	4.177467589730185	3.455603093685074	2.5786801186734287
6	110.85443075850304	4.282322549029622	3.350748134385647	2.977642281788018	2.5786801186734287	2.231387094253922
