1	126.2752109366325
2	108.34670071558503	17.928510221048477
3	107.94456125024232	14.713760763824311	3.6168889225668828
4	103.92591045261258	12.878661836041601	5.596835301580576	3.873803346398601
5	100.43335127717421	12.217239166447463	5.3045444599477065	4.729172053219077	3.5909039798451072
6	91.28857761567014	15.8463361579267	9.367827612897592	6.042914609661231	1.9023175667994288	1.8272373736783019
7	87.97472740594736	22.501800672218224	5.562086365446429	3.839286521935973	2.8317141773001957	2.4686231026869496	1.0969726910981885
8	92.73996193929594	13.893631747284019	6.4088546839842095	5.2628518978281456	4.520706160220779	1.8407636942338481	0.9051789672341344	0.7032618465524108
9	88.44493845863207	13.463262761423586	6.3611023359799574	6.070800603215545	5.474892475946703	2.163573950243384	2.145201542404754	1.3924733531344984	0.7589654556525769
