1	99.81925010763584
2	98.71489831826285	1.2717897831721674
3	98.7355317015947	1.328986503806726	0.015948396502884186
4	98.93183400116483	1.1509140038810333	0.29023052361861473	0.01859954966082539
5	97.89712283552102	2.3020550820682617	0.10175632656944762	0.09839155511842972	0.03260401594440261
6	96.10947891759568	2.8014684140120427	1.1508480359988196	0.27658199060131516	0.2323120660620264	0.06534038280036099
7	97.12429575408976	2.949377215280503	0.38228569338935636	0.27264914704829274	0.2685718271521814	0.13713648955198313	0.03425550820440207
8	95.61858003374252	4.750611474748221	1.182927596832006	0.9416044429066787	0.143995631222168	0.1317832084586007	0.11217183853144125	0.03385500619109898
9	91.21241042558323	9.986943580631639	1.7549396964742	1.5050474914533287	0.45516811429477544	0.4039253307543246	0.27847866600911564	0.19399646740990056	0.02354090600436996
