week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	4.740585960913718	93.22597909435092	94.19338628994458	65.23638402877442	88.28748302626315	94.6209213122151	78.4123265575614
1	-8.775760053568659	92.38009225763606	91.07389928086893	74.81108678452746	87.97845484962332	92.65676402712356	78.4613549969764
2	27.128758454849528	96.02020549923301	96.02105795405087	-6.0191804694980195	91.39588708570956	91.09946684406309	95.50526623827562
3	7.433913356775293	91.61606061377456	93.36369388222484	77.51699703483087	90.95729688313111	94.69948115456846	79.5035013613202
4	-13.557816917781937	94.05949527662813	93.50280352572236	90.40435903680108	87.53022236362716	84.69145744997014	73.29451660689487
5	-0.593517094162253	94.54956768218841	89.98024486375974	92.44747995547694	89.38291413649618	77.91394275376493	70.85564433385491
6	-16.454146921091194	97.53590379371201	99.27052184479537	85.2303149192789	91.0051708653767	92.18818000648446	79.78191000582308
7	0.24729141332084778	79.76876429059423	80.87550099813721	73.05533497256108	72.87787108164622	56.92280775151525	84.71043402067835
8	-14.880949585519659	92.25160826522495	76.41994881090635	85.88278743805724	70.30355840692599	53.72247391516473	45.757416726385905
9	4.523335602083422	95.46977988683824	-1106.6568290633772	57.96523750783498	81.3270376457241	71.6363489417977	66.45491670882608
