1	126.2752109366325
2	108.34670071558503	17.928510221048477
3	102.78123004213239	18.454514887707973	5.039466006793404
4	102.80726899539138	14.075877476222324	7.515115174906832	1.8769492901128952
5	100.07326754732821	13.573549485292787	6.895841196816271	4.973587251543869	0.7589654556525769
6	95.29164140458073	17.74558531045325	6.001655936215535	2.944061936461143	2.2583889856324326	2.0338773632901486
