week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-5.704345538895801	66.66770708004583	89.28210616067011	68.07939072848436	94.34384976712391	90.51976353670722	89.26593470250204	95.52946296310867	69.75387478492804
1	-15.484527986154575	76.92004334497837	82.63751338786165	71.794640495504	91.55126194737001	76.12062609055263	92.08969493387711	93.67482178086985	91.32695246695899
2	14.305342748847139	61.47249561689233	90.26709159777975	-21.91423198624993	91.65299462722481	95.19533501503501	68.98869351104688	94.90921366244268	82.43674188011474
3	43.64344722887892	73.81700505664274	-35902.560827812486	72.54440591745316	95.67605495811156	96.95507215360102	97.36154504499623	92.67514971642457	89.72600063008638
4	73.52527604180746	87.75375222607687	-6009570.249331875	84.25745336697649	95.02619739147262	94.65580322485876	93.37075108540908	96.06104298478121	94.02962830220292
5	93.27891807252136	85.47092111802887	-Infinity	92.42950193830207	94.76777115677068	90.71423032065925	91.90657076079589	92.4377236660667	88.72468392993905
6	92.03795175506208	93.22779805258753	-3913137.5208166325	97.42615680602815	97.64690993405397	98.32501013774953	94.79338114915242	99.60818885641116	95.43629167727889
7	15.4162582412156	44.82581464400279	-2506.01980830683	41.698869925510785	83.16281424232854	53.2556944356125	27.395046315657996	75.83216398903875	80.76220742079352
8	-19.10278262408032	36.29343748553788	15.354277031391991	81.0335949661017	78.67692203940446	55.604572325716106	61.106491845404385	88.25764622885389	73.89807330135356
9	-0.32621768864589906	72.5074898033658	-1261.0733911403395	90.93943188626935	92.5137236934874	87.16613270583476	62.39259685349575	94.5619277442961	71.90973044116144
