week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6	Spectral 7
0	0.09080565155534698	0.0	0.0	0.0	0.0	0.0	21.9103552059055	1.8783134832525066
1	0.054941780345079676	0.0	0.0	0.0	0.0	0.0	31.164800113936682	2.8501368853648383
