week	Spectral 0
0	18.207235487860988
1	14.747813775186996
2	33.557456310764906
3	19.616321754670928
4	5.623351612817924
5	5.3511927428241775
6	0.34278969148733657
7	8.286682992079667
8	10.901966761561747
9	11.94629570918601
