week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.24104402114317203	2.5318386941558515	0.13284735906389888	0.018608137228807164	117.17573475515513
1	0.2691798145835695	2.7058069411012102	0.049367913284212035	0.02975931236691434	174.20475815774867
2	1.0627078533509928	10.686430801504395	0.3473288065621359	0.44810938446309717	42.08681261666444
3	0.18985018677512364	1.2894268159528466	0.031091474026555595	0.043289704139519936	87.72993882602903
4	0.8091873477715379	0.713421753741153	0.4395175401876658	0.08002802987429639	203.9646131686289
5	0.5933821448972906	0.14853748690120452	0.1816373773864959	0.05364350480019007	270.2193024989593
6	0.4830989394811138	0.6157269223519282	0.18236309809994006	0.024848912024443327	180.74183629525388
7	1.6895545742240572	0.11871445516475816	0.13296921652986202	0.04176722674523941	128.3325358423311
8	2.5637627822466733	0.07890529061203114	1.8475979708537305	0.0461880048077741	168.13931260211714
9	1.3140417351493348	2.38535545851776	0.10055280339815256	0.017407990221520262	122.43852933070217
