week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	110.7470765337207	2.7263102184857897	0.11591368087006013	7.707229939312117	0.07387355658452109	1.036612595137709	0.3130859599814692	0.046147720322975296	1.651857398837056
1	170.32677020050232	1.9709103622509299	0.9251159420569343	4.270788677897608	0.19065835025242278	0.8463316120218947	0.2940448743928952	0.06050256846462253	0.5319793282492096
2	41.94462407746566	3.0709874708673635	0.312455143720504	10.4140258610168	0.1266515840353564	0.01789083348410571	1.9873974997103694	0.06686269498910141	0.8281872752374337
3	47.60144043777407	2.389512177685637	71.18182028710197	1.5336345460177385	0.1097971248630612	0.12552545285625	0.14964143798890986	0.039915736884173963	0.5462253610196707
4	47.81551798966883	2.129773247048309	219.3330137166113	1.0235405847520742	0.19989411913455307	0.1033499804887339	0.3156844436617048	0.05508943434393319	0.6401794233168419
5	13.262382234137686	0.8953910072063119	260.0328097419993	0.32450397597497965	0.147857102181806	0.34992300353683353	0.33395467015025404	0.0704958697527605	0.431074394404097
6	12.819490509984686	0.9508702490244005	167.4325101859485	0.16402594902739176	0.029581569860872927	0.0610805580282643	0.37098854949426285	0.012500982360599114	0.5035814319519811
7	99.30458081716684	7.007946372900364	22.66429136550453	0.024614022280490238	0.1864074389395992	0.7742950736127091	1.3477811867707694	0.08923474773445786	1.475672534192003
8	162.08012971826727	8.835371930848089	0.4999791088750191	0.10244676433991286	0.13378392180760798	1.4372485416482557	1.9200524192536643	0.1238839308286537	1.6834616600701373
9	111.1373428269194	3.1455409312383567	9.767019295429163	1.5124086353673711	0.13249484587798657	0.5869817205616934	2.740464208219057	0.0689313842146726	1.5962823968061715
