1	21.10089358614828
2	20.73017973950957	1.9115668076388754
3	18.427910478084097	0.8279324908069539	0.0
4	33.37690201096343	17.30542163311897	0.8279324908069539	0.0
5	17.798846669227856	0.0	0.0	0.0	0.0
6	18.373886064404584	3.108245489738828	2.301024126601402	0.0	0.0	0.0
7	16.892763548734678	10.809134123632377	9.438047942992803	2.0957530055174876	0.0	0.0	0.0
8	14.26369576045174	13.433944147475499	1.640243924664089	1.6039173075616813	0.0	0.0	0.0	0.0
9	33.736716511483515	15.11664479183378	10.369983437736465	10.046442805862842	0.9871774757929411	0.0	0.0	0.0	0.0
