week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	0.5665226005036353	95.16646542117697	88.62311418202464	85.4312469698819	60.86906961521945	93.17029528014812	76.08586199676843	95.6161988821944
1	-10.954891772824869	91.59305418663621	84.14156340117002	89.25739069375884	76.83205524712622	62.3012560347745	94.70084071343734	89.37618434626083
2	27.763619357229018	96.74319704408462	90.63665546893085	74.5949300944905	-26.052106445912816	95.12685114639426	84.94379710203629	90.37201395440411
3	4.659561164381752	94.8933637393314	76.87959224866515	90.3904146961724	75.90818011053658	92.316708800567	91.00740049725214	85.87564393343004
4	-13.735470187986913	94.13782883597239	69.9159436265517	80.41818129833433	84.76541603355484	94.21640702577095	76.44356342307846	95.12195320141011
5	-0.9429554039179463	89.84720096563514	73.73101168392202	78.3280888481157	89.88946407804353	93.59016628277827	83.67660484889885	89.41968187474446
6	-15.654804249041046	95.74635260937778	78.3629215035347	88.97475587014772	87.11946122005232	98.70202749066628	64.56731174582815	95.50350779333375
7	2.600874360048689	66.62731348932012	73.89708183343538	64.02570890015598	78.6502113623105	62.36253876869028	45.75903600308795	-29.198895665907255
8	-14.816413030182437	91.5312024145593	43.899275192251196	61.97587999605566	90.31373050630235	88.87336235654583	79.88508682694186	79.4925332131854
9	2.6981216895930262	92.03852524897627	82.2333671083508	62.975502609254065	48.30468660804057	-216.23879935786036	76.63942272207277	90.88646540635816
