week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	0.6139326785613728	8.339618871523358	0.1997914734301727	0.26210585904832595	0.032307673967604214	112.02814990891288
1	0.5437492089172357	4.243591565425791	0.1623947158000954	0.17389204052072751	0.10312254719738356	172.4928101748741
2	2.225474312820138	10.419735936805598	0.3645282929396578	0.8742930899420118	0.03671955305486668	42.00190542573808
3	0.16617175157217506	1.793098641555858	0.05705940963958313	0.286169505386647	0.05179604905925768	87.65581008784744
4	1.4039499515762894	0.8434045930633284	0.07031650230124868	0.8004097092694477	0.06771344354776485	202.95945234755357
5	0.5182912445264113	0.1789874175463655	0.05984815131531384	0.26024673241733987	0.059988194033273184	270.5424287188908
6	3.0414094866027273	0.9902426221202292	0.0045208616207729185	0.1873936272153953	0.022659129468788838	177.82300961217257
7	0.9614016978288727	0.6280275415200935	0.11628867764322277	0.2625452817797115	0.0514656746315821	128.3621411174868
8	1.810439805118246	5.723976653138377	0.33362315576901985	0.34874220236408837	0.040155345487718465	164.57408615804763
9	2.6717615681110716	5.131854845963383	0.08482134719126368	0.1235214368950077	0.04632033156692432	118.73634846524516
