week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.20758981496301226	2.6267470082290845	0.11152288863176502	0.037683021548843	117.36883282458987
1	0.25047761116744316	2.0139567236308737	0.05454985553041967	0.037736407427664945	174.9712678095821
2	1.092169169627828	10.696273869660963	0.3208658306995936	0.4171091464279018	42.09220390727817
3	0.20321423047494333	1.3796818862738627	0.0732173199289148	0.04993675315001193	87.72473819730935
4	0.7577769523102829	0.7249584454712997	0.2429722492061315	0.05532375610438128	204.16968483172457
5	0.6063231977879364	0.18019379712285744	0.19980109589282424	0.03639345760371501	270.34273236163415
6	0.39936234449171654	0.703435300318013	0.14488110658772554	0.01649812358952142	180.7887875410533
7	1.6213862083986208	0.09391931630336935	0.2269498290359522	0.03264296632044265	128.01748316116456
8	2.7261424190048023	0.12083040018680621	1.2717288057186173	0.039397530818062215	168.5674313667172
9	1.3427779469816816	2.4302793650355228	0.050162941463418105	0.02477354702881832	122.53577669265201
