week	Gen 0	Gen 1	Gen 2	Gen 3
0	29.12394070409553	55.60668234693734	10.628258895505253	44.15410400575378
1	27.36433174549363	42.31926923643209	9.537387767834215	26.42959135257928
2	5.195498819113604	28.524921342883726	33.440290539077225	18.37082233979906
3	20.826412995754122	58.215648900918445	11.175273267234328	9.186764492427017
4	19.663382988656398	48.796733036775166	1.5020174969422133	21.63486233656087
5	43.42966225484671	61.84632326418242	2.06452060433297	19.14375772733663
6	1.5018777842324078	6.264296484142758	0.019599086539887105	4.6617822645332225
7	14.057987067006273	46.49941095435129	5.960542380731858	17.628604096193463
8	8.66417014955684	46.89374639045114	9.346917696103677	21.477428390571788
9	2.4139643996693225	19.143377537586144	10.99375217531405	20.24275919303755
