-0.075141,-0.048188,-0.025667,-0.0014772,0.02571,-0.015774,0.017219,-0.033947,-0.033652,-0.0074445,-0.070817,-0.043289,-0.20102,-0.25124,-0.24009,-0.12928,-0.052174,-0.3422,-0.6591,-0.011474,-0.029693,-0.099392,-0.029927,-0.021571,-0.052119,-0.031809,-0.0023569,-0.15224,-0.18338,-0.091424,-0.22726,-0.34921,-0.10809,0.027537
-0.10468,-0.055827,0.027454,-0.019673,0.025903,-0.029911,0.03231,-0.077374,-0.077073,-0.04409,-0.12054,-0.10246,-0.44733,-0.71972,-0.3972,-0.006779,-0.03468,-0.37624,-0.87079,-0.10396,-0.031703,-0.21746,-0.037787,-0.02421,-0.098702,-0.039823,-0.044065,-0.21155,-0.23529,-0.12488,-0.30994,-0.42533,-0.061115,-0.066806
-0.13502,-0.036642,-0.043281,-0.042678,-0.0013923,-0.064032,0.013251,-0.10729,-0.10663,-0.097434,-0.1365,-0.12804,-0.40022,-1.0705,-0.29396,-0.046005,-0.052777,-0.46548,-1.1087,-0.25275,-0.030386,-0.2858,-0.13059,-0.1213,-0.13102,-0.090468,-0.066857,-0.28311,-0.31601,-0.087535,-0.42711,-0.71374,-0.15749,-0.036263
-0.15959,-0.024096,0.03197,-0.071509,0.019933,-0.094762,-0.0060829,-0.13682,-0.1366,-0.14167,-0.20712,-0.096323,-0.38149,-0.88978,-0.20642,-0.16555,-0.15363,-0.51894,-1.1876,-0.46989,-0.03206,-0.28823,-0.11801,-0.1049,-0.16506,-0.21037,-0.11896,-0.34092,-0.38654,-0.076075,-0.4731,-0.76902,-0.21236,-0.028431
-0.17612,-0.068444,-0.03995,-0.06413,-0.047551,-0.13356,-0.018393,-0.17737,-0.17736,-0.1734,-0.27392,-0.12993,-0.55024,-0.7718,-0.29976,-0.23037,-0.27879,-0.5209,-1.1865,-0.57117,-0.060265,-0.38247,-0.30911,-0.30347,-0.20678,-0.31719,-0.14394,-0.49137,-0.54581,-0.15568,-0.62338,-0.78095,-0.25714,-0.15515
-0.21324,-0.1059,-0.098776,-0.071304,-0.056978,-0.17574,-0.034736,-0.21399,-0.21299,-0.22237,-0.29739,-0.21202,-0.78619,-1.0777,-0.64764,-0.23359,-0.42625,-0.67331,-0.91969,-0.58377,-0.079367,-0.51885,-0.34995,-0.33929,-0.21135,-0.34641,-0.15209,-0.53921,-0.58946,-0.17281,-0.79608,-0.88917,-0.21473,-0.2041
-0.27989,-0.16105,-0.10358,-0.091064,-0.083696,-0.20223,-0.043388,-0.24769,-0.24516,-0.23638,-0.30648,-0.22712,-0.61161,-1.3868,-0.57964,-0.26366,-0.45476,-0.83015,-0.93356,-0.5133,-0.12257,-0.52757,-0.36792,-0.35221,-0.23199,-0.39372,-0.16348,-0.57774,-0.62037,-0.17464,-0.74038,-1.0574,-0.17367,-0.23348
-0.30319,-0.19896,-0.11056,-0.12025,-0.11857,-0.21271,-0.045521,-0.28344,-0.28019,-0.24939,-0.34476,-0.20892,-0.76402,-1.0265,-0.58449,-0.3299,-0.50774,-0.9355,-0.87762,-0.52382,-0.14645,-0.53118,-0.50159,-0.49204,-0.21033,-0.41056,-0.1622,-0.57361,-0.61325,-0.27384,-0.69481,-1.3153,-0.28148,-0.23098
-0.30027,-0.16711,-0.14141,-0.1362,-0.13754,-0.2017,-0.039683,-0.30171,-0.29817,-0.28065,-0.3974,-0.20562,-0.87752,-1.2275,-0.86034,-0.36822,-0.56818,-1.0763,-0.91599,-0.57261,-0.20685,-0.52908,-0.56263,-0.55333,-0.23587,-0.4037,-0.18334,-0.55028,-0.58029,-0.31706,-0.91325,-1.4372,-0.42238,-0.23292
-0.29525,-0.17599,-0.19439,-0.15141,-0.17366,-0.20426,-0.047441,-0.31824,-0.31412,-0.30363,-0.45143,-0.23678,-0.78817,-1.354,-0.76367,-0.37173,-0.56501,-1.2662,-0.9859,-0.68811,-0.24978,-0.58383,-0.56243,-0.55103,-0.24578,-0.3612,-0.18614,-0.54786,-0.59144,-0.32159,-0.89244,-1.5353,-0.49247,-0.29469
