week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4
0	15.457297233881096	0.0	0.0	24.14207231974606	16.3528190216553
1	16.80441404025568	0.0	0.0	24.98399877067036	21.39801311983367
2	33.27902225218495	0.0	0.0	16.97137797996846	10.34618304255315
3	9.143593307162263	0.0	0.0	9.215409337820837	18.83871725553028
4	4.794290150257333	0.0	0.0	23.793177164594717	6.497668178797361
5	4.585844153746686	0.0	0.0	25.160414594194197	4.627819843965636
6	8.260021986965628e-13	0.0	0.0	9.017243288421607	-1.2781850017879233e-13
